オーナー登録済フラグ,店名,住所,電話番号,ジャンル,評価＆口コミ点数,口コミ数,公式サイトURL,メニューURL,URL
オーナー未登録,琉華,〒907-0024 沖縄県 石垣市 新川舟蔵2481-1 石垣リゾート グランヴィリオホテル別館,+81 980-88-0030,バーベキュー,4.0 ,50件の口コミ,http://www.grandvrio-hotelresort.com/ishigaki/,https://www.grandvrio-hotelresort.com/ishigaki/news/19,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4583677-Reviews-Grilled_Beef_Ryuka-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,レストラン Sea Forest,〒907-0000 沖縄県 石垣市 伊原間2-736,+81 980-86-7301,,4.5 ,31件の口コミ,http://www.seaforest-ishigaki.com/index.html,http://www.seaforest-ishigaki.com/sub2.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6058942-Reviews-Restaurant_Sea_Forest-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,山海亭,〒907-0012 沖縄県 石垣市 美崎町 3,+81 980-83-0596,和食,4.0 ,35件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4558726-Reviews-Sankatei-Ishigaki_Okinawa_Prefecture.html
登録済み,平良商店,〒907-0004 沖縄県 石垣市 登野城506,+81 50-3680-2116,和食,4.5 ,26件の口コミ,http://www.facebook.com/tairashoten?rf=710236989027160,https://www2.hp-ez.com/hp/tairashoten/page2,https://www.tripadvisor.jp/Restaurant_Review-g298223-d8775725-Reviews-Taira_Shoten-Ishigaki_Okinawa_Prefecture.html
登録済み,石垣島のんびりカフェ,〒907-0243 沖縄県 石垣市 宮良1004-4,+81 70-5817-1906,イタリアン,4.5 ,25件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6849128-Reviews-Ishigakijima_Nombiri_Cafe-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,三寿司,〒907-0014 沖縄県 石垣市 新栄町2-11,+81 980-82-3708,和食,4.5 ,30件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7637093-Reviews-Misushi-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ポーザーおばさんの食卓,〒907-0453 沖縄県 石垣市 川平1216-154 ヤマバレ牧場内,+81 980-84-4807,和食,3.5 ,64件の口コミ,http://www.kentoushi.com/po-za/,https://www.kentoushi.com/po-za/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2545491-Reviews-Poza_Obasan_no_Shokutaku-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,魚礁,〒907-0014 沖縄県 石垣市 新栄町10-5,+81 980-83-3744,和食,4.0 ,29件の口コミ,http://www.payao.net/,http://www.payao.net/menu.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7391079-Reviews-Payao-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,あらかわ食堂,〒907-0024 沖縄県 石垣市 新川2376-16-1,+81 980-83-7422,和食,4.0 ,28件の口コミ,https://ja-jp.facebook.com/pages/category/Restaurant/%E3%81%82%E3%82%89%E3%81%8B%E3%82%8F%E9%A3%9F%E5%A0%82-273763856294903/,https://www.tripadvisor.jp/UpdateListing-d10820169,https://www.tripadvisor.jp/Restaurant_Review-g298223-d10820169-Reviews-Arakawa_shokudo-Ishigaki_Okinawa_Prefecture.html
登録済み,BAR NOBU,〒907-0012 沖縄県 石垣市 美崎町12-8,+81 980-83-3494,バー,4.5 ,26件の口コミ,http://www.barnobu.com/,http://www.barnobu.com/#block4-2,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7640430-Reviews-BAR_NOBU-Ishigaki_Okinawa_Prefecture.html
登録済み,担たん亭,〒907-0024 沖縄県 石垣市 新川2117-2,+81 980-82-2190,ステーキハウス,4.0 ,50件の口コミ,http://www.facebook.com/casadellapizzafirenze,https://tabelog.com/okinawa/A4705/A470501/47001483/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2307709-Reviews-Tantantei-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ウリウリカフェ,〒907-0332 沖縄県 石垣市 伊原間2-511,+81 980-89-2002,カフェ・喫茶店,4.0 ,51件の口コミ,http://uliulicafe.jimdofree.com/,https://uliulicafe.jimdo.com/menu/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2545487-Reviews-UliUli_Cafe-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,居酒屋 錦,沖縄県 石垣市 美崎町12-13,+81 980-82-0240,和食,4.5 ,20件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473484-Reviews-Izakaya_Nishiki-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,石垣（ANAインターコンチネンタル石垣リゾート）,〒907-0002 沖縄県 石垣市 真栄里354-1 ANAインターコンチネンタル石垣リゾート　タワーウィング1F,+81 980-88-7111,,4.5 ,26件の口コミ,https://www.ihg.com/intercontinental/hotels/us/en/okinawa/okahb/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-JP-_-OKAHB,https://www.anaintercontinental-ishigaki.jp/restaurant/scc.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3298044-Reviews-Okinawa_Cuisine_Ishigaki-Ishigaki_Okinawa_Prefecture.html
登録済み,海Cafe&Kitchen St. ELMO,〒907-0024 沖縄県 石垣市 新川1629-3,+81 980-87-6250,カフェ・喫茶店,4.5 ,22件の口コミ,http://www.facebook.com/pg/cafeSt.ELMO/about/?entry_point=page_nav_about_item&tab=page_info,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d10795694-Reviews-Umi_Cafe_Kitchen_St_Elmo-Ishigaki_Okinawa_Prefecture.html
オーナー登録済フラグ,店名,住所,電話番号,ジャンル,評価＆口コミ点数,口コミ数,公式サイトURL,メニューURL,URL
オーナー未登録,ひとし 本店,〒907-0014 沖縄県 石垣市 新栄町15-8,+81 980-83-9610,和食,4.5 ,256件の口コミ,http://www.tabirai.net:443/sightseeing/column/0008513.aspx,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7317504-Reviews-Hitoshi-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ひとし 石敢當店,〒907-0022 沖縄県 石垣市 大川197-1,+81 980-88-5807,和食,4.5 ,714件の口コミ,http://www.facebook.com/pages/Hitoshi%20Ishiganto/1660795264152327/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2177382-Reviews-Hitoshi_Ishiganto-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,明石食堂,〒907-0332 沖縄県 石垣市 伊原間360,+81 980-89-2447,和食,4.5 ,537件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1198289-Reviews-Akaishi_Shokudo-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,炭火焼肉 やまもと,〒907-0013 沖縄県 石垣市 浜崎町2-5-18,+81 980-83-5641,和食,4.0 ,479件の口コミ,,https://www.tripadvisor.jp/UpdateListing-d3772765,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3772765-Reviews-Sumibiyakiniku_Yamamoto-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,とうふの比嘉,〒907-0023 沖縄県 石垣市 石垣570,+81 980-82-4806,和食,4.0 ,363件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3515512-Reviews-Tofuno_Higa-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,来夏世,〒907-0023 沖縄県 石垣市 石垣203,+81 980-82-7646,和食,4.0 ,181件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g14210285-d4100806-Reviews-Kunatsuyu-Ishigaki_jima_Ishigaki_Okinawa_Prefecture.html
オーナー未登録,さよこの店,〒907-0004 沖縄県 石垣市 登野城170,+81 980-83-6088,,4.0 ,140件の口コミ,,https://www.tripadvisor.jp/UpdateListing-d6051647,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6051647-Reviews-Sayoko_No_Mise-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,島の食べものや南風,〒907-0022 沖縄県 石垣市 大川219,+81 980-82-6027,和食,4.5 ,139件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1311499-Reviews-Shimano_Tabemonoya_Baikaji-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,知念商会,〒907-0004 沖縄県 石垣市 登野城1249-18,+81 980-82-9664,和食,4.0 ,125件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d8468137-Reviews-Chinen_Shokai-Ishigaki_Okinawa_Prefecture.html
登録済み,舟蔵の里,〒907-0024 沖縄県 石垣市 新川2468-1,+81 980-82-8108,和食,4.0 ,208件の口コミ,http://www.funakuranosato.com/,http://www.funakuranosato.com/food/index.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2190753-Reviews-Funakura_no_Sato-Ishigaki_Okinawa_Prefecture.html
登録済み,燻製沖縄料理 かびら亭,〒907-0453 沖縄県 石垣市 川平868-1,+81 980-88-2188,和食,4.5 ,52件の口コミ,,https://1drv.ms/b/s!Aje4LXO7f-3Dxnbpbr-CwJKFS5v8?e=vikbdr,https://www.tripadvisor.jp/Restaurant_Review-g298223-d19254988-Reviews-Kabira_tei-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,七人本舗,〒907-0012 沖縄県 石垣市 美崎町1 （離島ターミナル内）,+81 980-87-7676,,4.5 ,92件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4740161-Reviews-Nanapitohonpo-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ピッツェリア イル トレコルデ,〒907-0023 沖縄県 石垣市 石垣14,+81 980-87-5964,イタリアン,5.0 ,41件の口コミ,http://www.facebook.com/TRECORDE/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d11805184-Reviews-Pizzeria_Il_Trecorde-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,川平公園茶屋,〒907-0453 沖縄県 石垣市 川平934-37,+81 980-88-2210,和食,4.0 ,132件の口コミ,http://www.yuinou.net/kabira/,http://www.yuinou.net/kabira/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1698818-Reviews-Kabira_Park_Chaya-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,なかよし食堂,〒907-0014 沖縄県 石垣市 新栄町26-21,+81 980-82-3887,和食,4.0 ,128件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1532464-Reviews-Nakayoshi_Shokudo-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,あだん亭,〒907-0022 沖縄県 石垣市 大川430,+81 980-83-5221,和食,4.5 ,96件の口コミ,http://adantei.com/,https://adantei.com/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1798124-Reviews-Adantei-Ishigaki_Okinawa_Prefecture.html
登録済み,石垣屋,〒907-0002 沖縄県 石垣市 真栄里547-7,+81 980-82-4400,和食,4.0 ,123件の口コミ,http://ishigakiya.com/access/,http://www.ishigakiya.com/menu/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2243207-Reviews-Ishigakiya-Ishigaki_Okinawa_Prefecture.html
登録済み,旬家ばんちゃん,〒907-0242 沖縄県 石垣市 白保13-1,+81 980-87-0813,和食,4.5 ,64件の口コミ,http://www.shun-ya-banchan.com/,https://www.shun-ya-banchan.com/blank-3,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473500-Reviews-Shunka_Banchan-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,あけぼの,〒907-0012 沖縄県 石垣市 美崎町12-11,+81 980-82-7759,和食,4.5 ,50件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6957167-Reviews-Akebono-Ishigaki_Okinawa_Prefecture.html
登録済み,プカプカ,〒907-0002 沖縄県 石垣市 真栄里193-1,+81 980-88-7083,イタリアン,4.0 ,109件の口コミ,http://www.puff2.com/,https://www.puff2.com/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6774456-Reviews-Natural_Garden_Cafe_PUFFPUFF-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,うさぎや 石垣本店,〒907-0023 沖縄県 石垣市 石垣1-1 中村ハイツ102,+81 980-88-5014,和食,4.0 ,173件の口コミ,http://usagiya-ishigaki.com/,http://usagiya-ishigaki.com/menu.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6044011-Reviews-Usagiya_Ishigaki_Main_Store-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ステーキレストラン パポイヤ,〒907-0022 沖縄県 石垣市 大川 258,+81 980-83-3706,ステーキハウス,4.0 ,135件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1188644-Reviews-Steak_Restaurant_Papoiya-Ishigaki_Okinawa_Prefecture.html
登録済み,島野菜カフェ リハロウビーチ,〒907-0002 沖縄県 石垣市 真栄里192-2,+81 980-87-0865,アメリカ料理,4.0 ,127件の口コミ,http://lit.link/hellowinc,http://rehellow.com/morning.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2356967-Reviews-Island_vegetable_cafe_Re_Hellow_BEACH-Ishigaki_Okinawa_Prefecture.html
登録済み,石垣牛と海鮮の店 てっぺん,〒907-0023 沖縄県 石垣市 石垣 15-4 ワコーレKAMIJI 1F,+81 980-88-8581,和食,4.0 ,108件の口コミ,http://ishigakijimateppen.co.jp/dininginfo/teppen.php,https://www.ishigakijimateppen.co.jp/sp/menu-teppen.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4492585-Reviews-Teppen-Ishigaki_Okinawa_Prefecture.html
登録済み,南イタリア料理 SOLEMARE（ソレマーレ）,〒907-0012 沖縄県 石垣市 美崎町2-5 大和ビル1F,+81 980-88-5760,イタリアン,4.5 ,62件の口コミ,http://www.solemare-jp.com/,https://solemare-jp.com/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6057784-Reviews-Cucina_Italiana_Solemare-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,炭火焼肉 たけさん亭,〒907-0013 沖縄県 石垣市 浜崎町2-2-4,+81 980-88-0704,バーベキュー,4.5 ,65件の口コミ,http://www.takesantei.com/,http://www.takesantei.com/eng.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6056040-Reviews-Sumibi_Yakiniku_Takesantei-Ishigaki_Okinawa_Prefecture.html
登録済み,焼肉石垣島きたうち牧場美崎店,〒907-0013 沖縄県 石垣市 美崎町11-1 ピースホテル石垣島１階,+81 980-84-2929,ステーキハウス,4.0 ,211件の口コミ,http://krs-beef.jp/misaki/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3725114-Reviews-Yakiniku_Ishigakijima_Kitauchi_Bokujo_MIsaki-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,新垣食堂,〒907-0332 沖縄県 石垣市 伊原間59,+81 980-89-2550,和食,4.0 ,94件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4789310-Reviews-Aragaki_Shokudo-Ishigaki_Okinawa_Prefecture.html
登録済み,石垣牛 Maru,〒907-0004 沖縄県 石垣市 字登野城26-4,+81 980-87-9829,和食,4.0 ,85件の口コミ,http://ishigaki-maru.com/,https://ishigaki-maru.com/food-menu/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6058538-Reviews-IshigakiBeef_MARU-Ishigaki_Okinawa_Prefecture.html
登録済み,やっぱりステーキ 石垣店,〒907-0014 沖縄県 石垣市 新栄町10-7,+81 980-84-1129,ステーキハウス,4.0 ,48件の口コミ,http://yapparigroup.jp/shop.html,https://yapparigroup.jp/menu.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d12436291-Reviews-Yappari_Steak_Ishigaki-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,鉄板焼き 於茂登（ANAインターコンチネンタル石垣リゾート）,〒907-0002 沖縄県 石垣市 真栄里354-1 ANAインターコンチネンタル石垣リゾート　タワーウィング1F,+81 980-88-7111,ステーキハウス,4.5 ,47件の口コミ,http://www.anaintercontinental-ishigaki.jp/restaurant/omoto.php,https://www.anaintercontinental-ishigaki.jp/restaurant/omoto.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3298045-Reviews-Teppanyaki_Omoto-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ユーグレナ・ガーデン,〒907-0022 沖縄県 石垣市 字大川270-2,+81 980-87-5711,カフェ・喫茶店,4.0 ,97件の口コミ,http://www.euglena.jp/midorijiru/garden/,http://www.euglena.jp/midorijiru/garden/#menu,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6160201-Reviews-Euglena_Garden-Ishigaki_Okinawa_Prefecture.html
,,,,,4.0 ,82件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6614928-Reviews-Island_Cuisine_Painushima-Ishigaki_Okinawa_Prefecture.html
登録済み,辺銀食堂,〒907-0022 沖縄県 石垣市 大川199-1,+81 980-88-7803,中華料理,4.0 ,160件の口コミ,http://penshoku.com/,https://penshoku.com/rest-menu-dinner/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1696956-Reviews-Pengin_Shokudo-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,石垣島きたうち牧場 浜崎本店,〒907-0013 沖縄県 石垣市 浜崎町2-3-24,+81 980-83-7000,バラエティ,4.0 ,136件の口コミ,http://krs-beef.jp/hamasaki/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4709267-Reviews-Ishigakijima_Kitauchi_Bokujyo_Hamasaki_Honten-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,まるさ 本店,〒907-0023 沖縄県 石垣市 石垣503-1,+81 980-83-1903,和食,4.0 ,74件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2057641-Reviews-Marusa_Honten-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,石垣牛 焼肉 金牛,〒907-0012 沖縄県 石垣市 美崎町8-8,+81 980-82-2232,バーベキュー,4.0 ,63件の口コミ,http://ishigaki-kingyu.com/,http://ishigaki-kingyu.com/menu.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4210149-Reviews-Ishigakigyu_Yakiniku_Kingyu-Ishigaki_Okinawa_Prefecture.html
登録済み,すし太郎,〒907-0023 沖縄県 石垣市 石垣34,+81 980-88-7171,和食,4.0 ,103件の口コミ,http://sushitarou.com/,http://sushitarou.com/food/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6211566-Reviews-Sushi_Taro-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,森の賢者,〒907-0024 沖縄県 石垣市 新川49-2,+81 980-83-5609,フュージョン,4.5 ,49件の口コミ,http://www.beeline.co.jp/moriken/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2450412-Reviews-Mori_no_Kenja-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,島そば 一番地,〒907-0023 沖縄県 石垣市 石垣1-1,+81 980-88-1781,和食,4.0 ,73件の口コミ,http://www.shimasoba-yaeyama.jp/ishigaki,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6952723-Reviews-Shimasoba_Ichibanchi-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ゆうくぬみ,〒907-0022 沖縄県 石垣市 大川10-2,+81 980-82-4397,和食,4.0 ,64件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d1198439-Reviews-Yukunumi-Ishigaki_Okinawa_Prefecture.html
登録済み,サバニ船,〒907-0012 沖縄県 石垣市 美崎町3,+81 980-87-5363,和食,4.0 ,75件の口コミ,http://sabanisen.com/,http://sabanisen.com/food/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7683192-Reviews-Sabanisen-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,お食事処　くわっちぃー,〒907-0012 沖縄県 石垣市 美崎町1 石垣港離島ターミナル,+81 980-82-0781,和食,4.0 ,56件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3513763-Reviews-Kuwachii-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,光楽園,沖縄県 石垣市 字平得1535-16,+81 980-88-8731,カフェ・喫茶店,4.0 ,57件の口コミ,http://hikarirakuen.com/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473454-Reviews-Korakuen-Ishigaki_Okinawa_Prefecture.html
登録済み,ビュッフェレストラン アクアリス,〒907-0022 沖縄県 石垣市 大川559 アートホテル石垣島,+81 980-83-3311,中華料理,4.0 ,60件の口コミ,http://www.art-ishigakijima.com/restaurants/aquarius.php,https://yoyaku.toreta.in/ahi?stamp=trip-advisor,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3700521-Reviews-Aquarius-Ishigaki_Okinawa_Prefecture.html
登録済み,サンコーストカフェ,〒907-0002 沖縄県 石垣市 真栄里354-1 ANAインターコンチネンタル石垣リゾート　タワーウィング1F,+81 980-88-7111,バラエティ,4.0 ,111件の口コミ,http://www.anaintercontinental-ishigaki.jp/restaurant/scc.php,https://www.anaintercontinental-ishigaki.jp/restaurant/scc.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3298047-Reviews-Sun_coast_Cafe-Ishigaki_Okinawa_Prefecture.html
登録済み,島の美食や なかゆくい,〒907-0012 沖縄県 石垣市 美崎町9-2,+81 980-82-7118,和食,4.0 ,46件の口コミ,http://xn--igtm8381b.okinawa/%E5%B3%B6%E3%81%AE%E7%BE%8E%E9%A3%9F%E3%82%84-%E3%81%AA%E3%81%8B%E3%82%86%E3%81%8F%E3%81%84/,https://xn--igtm8381b.okinawa/%E5%B3%B6%E3%81%AE%E7%BE%8E%E9%A3%9F%E3%82%84-%E3%81%AA%E3%81%8B%E3%82%86%E3%81%8F%E3%81%84/,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6378763-Reviews-Shima_no_Bishokuya_Nakayukui-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,コーナーズグリル,〒907-0022 沖縄県 石垣市 大川258-1 1F,+81 980-82-8050,アメリカ料理,4.0 ,52件の口コミ,http://cornersgrill.com/info.html,http://cornersgrill.com/menu.html,https://www.tripadvisor.jp/Restaurant_Review-g298223-d2450411-Reviews-Corner_s_Grill-Ishigaki_Okinawa_Prefecture.html
登録済み,あむりたの庭、そして音楽,〒907-0022 沖縄県 石垣市 大川282 1F南側,+81 980-87-7867,イタリアン,4.5 ,36件の口コミ,http://amuritanoniwa.com/,http://amuritanoniwa.com/?page_id=65,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6059242-Reviews-Amurita_No_Niwa_Soshite_Ongaku-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,八重山（ANAインターコンチネンタル石垣リゾート）,〒907-0002 沖縄県 石垣市 真栄里354-1 ANAインターコンチネンタル石垣リゾート　タワーウィング1F,+81 980-88-7111,和食,4.0 ,72件の口コミ,http://www.anaintercontinental-ishigaki.jp/restaurant/yaeyama.php,https://www.anaintercontinental-ishigaki.jp/restaurant/yaeyama.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3298043-Reviews-Yaeyama-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,島唄三線ライブ居酒屋　結風,〒907-0012 沖縄県 石垣市 美崎町13 2F,+81 980-88-7008,和食,4.5 ,48件の口コミ,http://yuikaji.com/,http://yuikaji.com/menu/index.htm#fm,https://www.tripadvisor.jp/Restaurant_Review-g298223-d4809045-Reviews-Yuikaji-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,とんかつ力,〒907-0451 沖縄県 石垣市 桴海642-1,+81 980-88-2747,和食,4.5 ,35件の口コミ,,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6069616-Reviews-Tonkatsu_Riki-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,炭焼肉 石田屋。 石垣店,〒907-0022 沖縄県 石垣市 大川1 730COURT南棟3F,+81 980-87-9882,バーベキュー,4.0 ,38件の口コミ,http://www.kobe-ishidaya.com/shop/ishigaki,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d12562725-Reviews-Sumiyakiniku_Ishidaya_Ishigaki-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,バナナカフェ,〒907-0022 沖縄県 石垣市 大川269-8,+81 980-88-7690,カフェ・喫茶店,4.0 ,54件の口コミ,http://bananacafe.jp/,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d5772673-Reviews-Banana_Cafe-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,バガブンド,〒907-0022 沖縄県 石垣市 大川17-4 1F 北,+81 980-88-7113,メキシコ料理,4.5 ,29件の口コミ,,https://www.tripadvisor.jp/UpdateListing-d8649825,https://www.tripadvisor.jp/Restaurant_Review-g298223-d8649825-Reviews-Vagabundo-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,えいこ鮮魚店,〒907-0014 沖縄県 石垣市 新栄町27-5,+81 980-83-0053,,4.5 ,42件の口コミ,,https://www.tripadvisor.jp/UpdateListing-d7473334,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473334-Reviews-Eiko_Sengyoten-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,ゆらてぃく,〒907-0012 沖縄県 石垣市 美崎町8-1 石垣島ホテル ククル1F,+81 980-88-7970,和食,4.0 ,70件の口コミ,https://www.yurateku.jp/,https://www.yurateku.jp/index.php?menu,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6070973-Reviews-Yurateku-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,やいま村,〒907-0242 沖縄県 石垣市 白保1960-104-1 新石垣空港国内線旅客ターミナル1F,+81 980-87-0431,和食,3.5 ,120件の口コミ,http://www.ishigaki-airport.co.jp/rs_24.html,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7186738-Reviews-Yaima_Mura-Ishigaki_Okinawa_Prefecture.html
登録済み,チャイナシャドー（ANAインターコンチネンタル石垣リゾート）,〒907-0002 沖縄県 石垣市 真栄里354-1 ANAインターコンチネンタル石垣リゾート　タワーウィング1F,+81 980-88-7111,中華料理,4.0 ,62件の口コミ,http://www.anaintercontinental-ishigaki.jp/restaurant/china_shadow.php,https://www.anaintercontinental-ishigaki.jp/restaurant/china_shadow.php,https://www.tripadvisor.jp/Restaurant_Review-g298223-d3298046-Reviews-China_Shadow-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,メンガテー,沖縄県 石垣市 美崎町10-19,+81 980-82-8065,和食（その他）,4.0 ,46件の口コミ,,https://www.tripadvisor.jp/UpdateListing-d7473443,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473443-Reviews-Mengate-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,さつき,沖縄県 石垣市 美崎町7-16,+81 980-83-0980,和食,4.0 ,47件の口コミ,http://www.miyahira.co.jp/restaurant/satsuki.html,,https://www.tripadvisor.jp/Restaurant_Review-g298223-d7473365-Reviews-Satsuki-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,源 空港店,〒907-0242 沖縄県 石垣市 白保1960-104-1 石垣空港 1F南 到着ロビー,+81 980-87-0448,和食,3.5 ,121件の口コミ,http://ishigaki-gen.com/page/airport,http://ishigaki-gen.com/page/menu,https://www.tripadvisor.jp/Restaurant_Review-g298223-d6508439-Reviews-Gen_Airport-Ishigaki_Okinawa_Prefecture.html
オーナー未登録,美崎牛本店,〒907-0022 沖縄県 石垣市 大川533-1,+81 980-87-0575,,4.5 ,18件の口コミ,https://www.misakigyuhonten.com/,https://www.tripadvisor.jp/UpdateListing-d14779424,https://www.tripadvisor.jp/Restaurant_Review-g298223-d14779424-Reviews-Misakigyu_Honten-Ishigaki_Okinawa_Prefecture.html
