オーナー登録済フラグ,店名,住所,電話番号,ジャンル,評価＆口コミ点数,口コミ数,公式サイトURL,メニューURL,URL
オーナー未登録,たんや卜傳 長浜店,〒810-0072 福岡県 福岡市中央区 長浜2-4-130,+81 92-713-2271,,,,,https://www.tripadvisor.jp/UpdateListing-d9910203,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9910203-Reviews-Tanya_Bokuden_Nagahama-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,たら福六本松店,〒810-0044 福岡県 福岡市中央区 六本松2-3-5,+81 92-722-6500,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9910256,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9910256-Reviews-Tarafuku_Ropponmatsu-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,天までとどけ,〒810-0014 福岡県 福岡市中央区 平尾2-13-22,+81 92-522-8989,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9910729,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9910729-Reviews-Temmade_Todoke-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,天国酒場,〒810-0031 福岡県 福岡市中央区 谷2-12-16,+81 92-713-4976,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9910910,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9910910-Reviews-Tengoku_Sakaba-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,てんてこ,〒812-0053 福岡県 福岡市 東区箱崎3-10-6,+81 92-641-0551,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9911168,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9911168-Reviews-Tenteko-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,鉄板バル ジョビジョバ ピンチョ,〒810-0041 福岡県 福岡市中央区 大名1-12-52 セドビル102,+81 92-752-2328,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9911230,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9911230-Reviews-Teppan_Bar_Djobi_Djoba_Pincho-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,鐵判 駅南本店,〒812-0016 福岡県 福岡市博多区 博多駅南2-9-39 ジェンティーレ博多駅南1 1F,+81 92-481-4129,,,,,https://www.tripadvisor.jp/UpdateListing-d9911272,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9911272-Reviews-Teppan_Eki_Minami_Main_Store-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,寺田屋 すみ処,〒810-0041 福岡県 福岡市中央区 大名1-4-22,+81 92-714-4886,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9911534,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9911534-Reviews-Teradaya_Sumidokoro-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,The Demekin,〒812-0018 福岡県 福岡市博多区 住吉5-5-15 第二セイジョウビル1F,+81 92-474-1444,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9911875,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9911875-Reviews-The_Demekin-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,めしや華大,〒810-0801 福岡県 福岡市博多区中洲 2-5-10 2F,+81 92-282-3538,バラエティ,,,,https://www.tripadvisor.jp/UpdateListing-d9912755,https://www.tripadvisor.jp/Restaurant_Review-g14135118-d9912755-Reviews-Meshiya_Hanadai-Nakasu_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,味季,〒812-0011 福岡県 福岡市博多区博多駅前 3-5-23,+81 92-481-2364,,,,,https://www.tripadvisor.jp/UpdateListing-d9913185,https://www.tripadvisor.jp/Restaurant_Review-g14135122-d9913185-Reviews-Miki-Hakataekimae_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,美つ蜂食美魚彩,〒810-0011 福岡県 福岡市中央区 高砂1-21-26,+81 92-531-7344,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9914080,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9914080-Reviews-Mitsubachi_Shokubi_Gyosai-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,ミツギク,〒810-0002 福岡県 福岡市中央区 西中洲10-6,+81 92-733-3050,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9914096,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9914096-Reviews-Mitsugiku-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,MOG MOG,〒811-1302 福岡県 福岡市 南区井尻4-33-11 大久保ビル1F,+81 92-581-7868,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9914712,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9914712-Reviews-Mog_Mog-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,もつ鍋居酒屋ひろ,〒811-1361 福岡県 福岡市 南区西長住3-5-10,+81 92-542-1041,,,,,https://www.tripadvisor.jp/UpdateListing-d9915622,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9915622-Reviews-Motsunabe_Izakaya_Hiro-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,夢笑,〒810-0044 福岡県 福岡市中央区 六本松2-8-8 1F,+81 92-714-1988,,,,,https://www.tripadvisor.jp/UpdateListing-d9916087,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9916087-Reviews-Musho-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,凪翔,〒815-0075 福岡県 福岡市 南区長丘3--28 1,+81 92-542-2577,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9916464-Reviews-Nagisho-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,和味や 高砂,〒810-0011 福岡県 福岡市中央区 高砂1-4-13,+81 92-531-3500,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9916551,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9916551-Reviews-Nagomiya_Takasago-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,中洲一樹,〒810-0801 福岡県 福岡市博多区中洲 4-7-8,+81 92-282-3357,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9916770,https://www.tripadvisor.jp/Restaurant_Review-g14135118-d9916770-Reviews-Nakasu_Ichiju-Nakasu_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,なづ菜,〒812-0053 福岡県 福岡市 東区箱崎1-32-16,+81 92-633-2079,,,,,https://www.tripadvisor.jp/UpdateListing-d9917419,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9917419-Reviews-Nazuna-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,西新再生酒場,〒814-0002 福岡県 福岡市 早良区西新4-9-13 2F＆3F,+81 92-832-1110,,,,,https://www.tripadvisor.jp/UpdateListing-d9918355,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9918355-Reviews-Nishishinsaisei_Sakaba-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,二和家,〒813-0003 福岡県 福岡市 東区香住ヶ丘2-5-12,+81 92-672-2262,,,,,https://www.tripadvisor.jp/UpdateListing-d9918404,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9918404-Reviews-Niwa_Ya-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,乃なか,〒810-0012 福岡県 福岡市中央区 白金1-5-20,+81 92-521-4713,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9918802,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9918802-Reviews-Nonaka-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,おいしいお酒と小皿料理の店 柳YANAGI,〒810-0003 福岡県 福岡市中央区 春吉2-10-15,+81 92-721-6670,,,,,https://www.tripadvisor.jp/UpdateListing-d9919715,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9919715-Reviews-Oishii_Osake_to_Kozara_Ryori_Yanagi-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,おかん,〒812-0017 福岡県 福岡市博多区 美野島3-12-14,+81 92-411-7022,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9919861,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9919861-Reviews-Okan-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,沖の家,〒812-0035 福岡県 福岡市博多区 中呉服町6-24 1F,+81 92-262-5358,,,,,https://www.tripadvisor.jp/UpdateListing-d9920075,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9920075-Reviews-Okinoya-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,お酒菜こみ田屋,〒812-0029 福岡県 福岡市博多区 古門戸町7-27,+81 92-281-2258,,,,,https://www.tripadvisor.jp/UpdateListing-d9921405,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9921405-Reviews-Osakana_Komitaya-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,お酒とごはん 晴海,〒810-0022 福岡県 福岡市中央区 薬院1-12-32,+81 92-725-6086,海鮮・シーフード,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9921425-Reviews-Osake_to_Gohan_Harumi-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,お食事の店 政,〒810-0031 福岡県 福岡市中央区 谷1-11-13 ドミール六本松1F,+81 92-751-1556,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9921555-Reviews-Oshokuji_No_Mise_Masa-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,お繕屋まるきた,〒811-1302 福岡県 福岡市 南区井尻5-7-23,+81 92-592-6255,居酒屋,,,https://fbmg000.gorp.jp/,https://www.tripadvisor.jp/UpdateListing-d9922190,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9922190-Reviews-Ozenya_Marumata-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,ぽっかぽか,〒810-0002 福岡県 福岡市中央区 西中洲3-11,+81 92-724-3775,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9923408,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9923408-Reviews-Pokka_Poka-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,楽右e門,〒812-0011 福岡県 福岡市博多区博多駅前 3-19-19 NISSHOビル2F,+81 92-432-1729,,,,,https://www.tripadvisor.jp/UpdateListing-d9924337,https://www.tripadvisor.jp/Restaurant_Review-g14135122-d9924337-Reviews-Rakuemon-Hakataekimae_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,楽宴 西新店,〒814-0002 福岡県 福岡市 早良区西新5-6-5 楢木荘101,+81 92-846-6070,,,,,https://www.tripadvisor.jp/UpdateListing-d9924347,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9924347-Reviews-Rakuen_Nishijin-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,楽宴MARUJIROU,〒814-0165 福岡県 福岡市 早良区次郎丸6-2-66,+81 92-871-8033,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9924348-Reviews-Rakuen_Marujirou-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,らくてん家,〒810-0073 福岡県 福岡市中央区 舞鶴2-4-1,+81 92-725-3113,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9924415,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9924415-Reviews-Rakuten_Kan-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,味処むさし,〒810-0022 福岡県 福岡市中央区 薬院4-10-38,+81 92-531-4871,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9925876,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9925876-Reviews-Restaurant_Musashi-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,凛太郎,〒811-1353 福岡県 福岡市 南区柏原6-19-8,+81 92-566-3002,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9926281,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9926281-Reviews-Rintaro-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,炉ばた 北の旬,〒810-0041 福岡県 福岡市中央区 大名1-9-15-1 井原共同ビル2F,+81 92-716-0020,,,,,https://www.tripadvisor.jp/UpdateListing-d9926436,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9926436-Reviews-Robata_Kita_No_Toki-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,炉端 居酒屋 博多 香家,〒812-0039 福岡県 福岡市博多区 冷泉町8-19 冷泉ビル1F,+81 92-260-8756,海鮮・シーフード,,,http://www.robata-koubashiya.com/,https://www.tripadvisor.jp/UpdateListing-d9926448,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9926448-Reviews-Robata_Izakaya_Hakata_Kobashiya-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,六本松酒場 竜馬,〒810-0044 福岡県 福岡市中央区 六本松4-1-9,+81 92-771-5018,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9926798-Reviews-Ropponmatsu_Bar_Ryoma-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,彩花,〒811-0215 福岡県 福岡市 東区高美台2-1-27,+81 92-608-3131,,,,,https://www.tripadvisor.jp/UpdateListing-d9927587,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9927587-Reviews-Saika-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,菜園酒 滝,〒810-0014 福岡県 福岡市中央区 平尾1-12-21 イル・ヴァローレ薬院1F,+81 92-522-1550,,,,,https://www.tripadvisor.jp/UpdateListing-d9927593,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9927593-Reviews-Saiensutaki-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋 桜島,〒811-0214 福岡県 福岡市 東区和白東2-14-30,+81 92-607-2782,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9927748-Reviews-Izakaya_Sakurajima-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋 すずらん,〒814-0144 福岡県 福岡市 城南区梅林4-1-3,+81 92-863-5656,,,,,https://www.tripadvisor.jp/UpdateListing-d9927962,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9927962-Reviews-Izakaya_Suzuran-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,いざかや 鷹 鷹 鷹,〒810-0012 福岡県 福岡市中央区 白金2-15-3,+81 92-521-3810,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9927983,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9927983-Reviews-Izakaya_Taka_Taka_Taka-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋 となん,〒810-0012 福岡県 福岡市中央区 白金2-15-17,+81 92-531-8839,,,,,https://www.tripadvisor.jp/UpdateListing-d9928085,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9928085-Reviews-Izakaya_Tonan-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋常ちゃん,〒812-0893 福岡県 福岡市博多区 那珂3-5-17,+81 92-481-4674,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9928140,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9928140-Reviews-Izakaya_Tsunechan-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋よかとこ,〒814-0002 福岡県 福岡市 早良区西新1-12-25,+81 92-823-3762,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9928277,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9928277-Reviews-Izakaya_Yokatoko-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋よってみんしゃい,〒814-0032 福岡県 福岡市 早良区小田部1-13-5,+81 92-821-5758,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9928297,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9928297-Reviews-Izakaya_Yotteminshai-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋やれんの家まさとよ,〒810-0002 福岡県 福岡市中央区 西中洲11-21 1F,+81 92-724-5817,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9928310,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9928310-Reviews-Izakaya_Yarennoka_Masatoyo-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋 愉会,〒810-0055 福岡県 福岡市中央区 黒門8-7 1F,+81 92-721-6081,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9928322,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9928322-Reviews-Izakaya_Yukai-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋夢月希,〒812-0011 福岡県 福岡市博多区博多駅前 4-33-11,+81 92-483-5877,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9928364,https://www.tripadvisor.jp/Restaurant_Review-g14135122-d9928364-Reviews-Izakaya_Yuzuki-Hakataekimae_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,和食処 いち路,〒819-0161 福岡県 福岡市 西区今宿東1-9-17,+81 92-807-2292,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9928754,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9928754-Reviews-Japanese_Restaurant_Ichiro-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,次郎厨房 おおしき,〒810-0041 福岡県 福岡市中央区 大名2-6-20 第3公団1F,+81 92-714-7878,,,,,https://www.tripadvisor.jp/UpdateListing-d9929268,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9929268-Reviews-Jiro_Chubo_Oshiki-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,上美盛,〒812-0013 福岡県 福岡市博多区 博多駅東1-16-7,+81 92-481-2578,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9929426,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9929426-Reviews-Jomori-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,じゅまく,〒812-0012 福岡県 福岡市博多区 博多駅中央街4-14,+81 92-473-7606,,,,,https://www.tripadvisor.jp/UpdateListing-d9929777,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9929777-Reviews-Jumaku-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,じゅん純,〒810-0014 福岡県 福岡市中央区 平尾1-1-11 一新ビル1F,+81 92-531-5040,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9929903,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9929903-Reviews-Junjun-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,樹屋,〒810-0023 福岡県 福岡市中央区 警固2-11-15 高橋警固ビル2F,+81 92-741-2443,,,,,https://www.tripadvisor.jp/UpdateListing-d9929992,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9929992-Reviews-Juya-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,海王座 本店,〒812-0872 福岡県 福岡市博多区 春町1-5-10,+81 92-572-4802,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9930502-Reviews-Kaioza_Main_Store-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,海千館,〒812-0014 福岡県 福岡市博多区 比恵町1-18,+81 92-471-9357,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9930597,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9930597-Reviews-Kaisen_Kan-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,かくれ酒家 ぼちぼち,〒810-0801 福岡県 福岡市博多区中洲 4-7-8 ラ・パピヨンビル1F,+81 92-282-0141,,,,,https://www.tripadvisor.jp/UpdateListing-d9930777,https://www.tripadvisor.jp/Restaurant_Review-g14135118-d9930777-Reviews-Kakure_Shuka_Bochi_Bochi-Nakasu_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,かめ屋,〒812-0013 福岡県 福岡市博多区 博多駅東3-9-3,+81 92-471-9223,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9931005,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9931005-Reviews-Kameya-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,カオサンバー さくら,〒812-0043 福岡県 福岡市博多区 堅粕5-4-15,+81 92-292-7900,,,,,https://www.tripadvisor.jp/UpdateListing-d9931872,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9931872-Reviews-Karaoke_Bar_Sakura-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,かわさき,〒812-0002 福岡県 福岡市博多区 空港前2-9-3,+81 92-611-7441,,,,,https://www.tripadvisor.jp/UpdateListing-d9932778,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9932778-Reviews-Kawasaki-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,絹の家,〒810-0074 福岡県 福岡市中央区 大手門3-8-2,+81 92-721-6913,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9934034,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9934034-Reviews-Kinu_No_Ie-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,気楽燗,〒812-0035 福岡県 福岡市博多区 中呉服町3-29 グローリー呉服町2F,+81 92-262-5155,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9934163,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9934163-Reviews-Kirakukan-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,季つね,〒812-0012 福岡県 福岡市博多区 博多駅中央街7-7 スラージュIYビル2F,+81 92-441-2066,,,,,https://www.tripadvisor.jp/UpdateListing-d9935065,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9935065-Reviews-Kitsune-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,幸福家,〒812-0884 福岡県 福岡市博多区 寿町3-2-1,+81 92-573-2233,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9935488,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9935488-Reviews-Kofukuya-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,このめ,〒810-0012 福岡県 福岡市中央区 白金1-16-3,+81 92-525-7301,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9936300,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9936300-Reviews-Konome-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,草香江酒店,〒810-0045 福岡県 福岡市中央区 草香江2-4-4,+81 92-725-2545,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9937888-Reviews-Kusagae_Sake-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,喰酒堂 やんだ 竜の字,〒810-0021 福岡県 福岡市中央区 今泉2-4-69 ライトハウス1F,+81 92-721-4541,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9938471-Reviews-Kushudo_Yanda_Ryunoji-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,胡瓜舁,〒812-0027 福岡県 福岡市博多区 下川端町8-3,+81 92-283-7102,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9938781,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9938781-Reviews-Kyurigaki-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,真心キッチンどらごんぼーる,〒812-0017 福岡県 福岡市博多区 美野島1-4-2,+81 92-474-7150,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9940292,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9940292-Reviews-Magokoro_Kitchen_Dragon_Ball-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,マコトヤハナレ,〒810-0073 福岡県 福岡市中央区 舞鶴2-8-25,+81 92-713-1673,,,,,https://www.tripadvisor.jp/UpdateListing-d9940579,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9940579-Reviews-Makotoya_Hanare-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,鰻菜,〒813-0013 福岡県 福岡市 東区香椎駅前1-10-5,+81 92-662-3345,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9940990,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9940990-Reviews-Mansai-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,円,〒810-0021 福岡県 福岡市中央区 今泉1-23-4 rimix今泉,+81 92-726-7019,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9941246,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9941246-Reviews-Maru-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,まるふく,〒819-0162 福岡県 福岡市 今宿青木170-1,+81 92-202-0029,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9941313,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9941313-Reviews-Marufuku-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,まる舟,〒812-0894 福岡県 福岡市博多区 諸岡1-1-7,+81 92-581-4598,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9941332,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d9941332-Reviews-Marufuneh-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,大大 別府店,〒814-0104 福岡県 福岡市 城南区別府3-1-4,+81 92-846-1234,,,,,https://www.tripadvisor.jp/UpdateListing-d9941839,https://www.tripadvisor.jp/Restaurant_Review-g298207-d9941839-Reviews-Masamasa_Beppu-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,まっちゃん,〒810-0004 福岡県 福岡市中央区 渡辺通2-8-25,+81 92-716-3773,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d9942009-Reviews-Matchan-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,どっきり亭,〒810-0801 福岡県 福岡市博多区中洲 3-7-33,+81 92-282-9848,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d9944076,https://www.tripadvisor.jp/Restaurant_Review-g14135118-d9944076-Reviews-Dokkiritei-Nakasu_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
